sale_id,sale_date,product_id,quantity,customer_id,discount_applied,payment_method ,discount_percent
69,2024-06-11,42,3,258,No,Cash,0.0
70,2024-05-22,98,1,98,Yes,Cash,0.02
71,2024-11-23,14,1,22,No,Card,0.0
72,2024-07-09,90,1,319,No,Cash,0.0
73,2024-01-21,33,2,184,No,Online,0.0
74,2024-02-04,19,3,145,No,Cash,0.0
75,2024-11-25,84,3,30,No,Cash,0.0
76,2024-01-15,2,2,113,No,Online,0.0
77,2024-01-11,73,1,27,No,Online,0.0
78,2024-03-19,87,1,287,No,Online,0.0
79,2024-09-08,85,1,228,No,Card,0.0
80,2024-03-30,86,3,275,No,Card,0.0
81,2024-10-27,65,2,238,No,Cash,0.0
82,2024-03-29,21,3,82,No,Cash,0.0
83,2024-02-11,110,1,169,Yes,Card,0.07
84,2024-07-10,29,1,64,No,Cash,0.0
85,2024-01-29,33,2,151,No,Cash,0.0
86,2024-08-11,1,3,243,No,Cash,0.0
87,2024-05-15,29,3,264,No,Card,0.0
88,2024-08-29,87,3,223,No,Online,0.0
89,2024-06-18,100,2,221,No,Cash,0.0
90,2024-09-19,43,3,158,No,Card,0.0
91,2024-09-29,58,2,24,No,Cash,0.0
92,2024-08-04,29,1,149,No,Card,0.0
93,2024-11-04,60,2,80,No,Online,0.0
94,2024-10-01,25,3,41,No,Cash,0.0
95,2024-05-03,49,1,311,No,Online,0.0
96,2024-03-07,79,2,83,No,Online,0.0
97,2024-08-29,71,1,4,No,Cash,0.0
98,2024-11-04,39,2,266,No,Cash,0.0
99,2024-04-11,92,3,311,No,Cash,0.0
100,2024-04-25,47,1,284,No,Card,0.0
101,2024-01-25,100,2,197,Yes,Online,0.05
102,2024-02-06,44,3,242,No,Card,0.0
103,2024-10-12,21,2,250,No,Cash,0.0
104,2024-06-14,36,3,299,Yes,Online,0.02
105,2024-03-27,55,2,251,No,Cash,0.0
106,2024-10-07,105,3,145,No,Card,0.0
107,2024-10-21,114,3,79,No,Cash,0.0
108,2024-01-10,56,3,277,Yes,Card,0.07
109,2024-11-03,25,3,126,Yes,Cash,0.07
110,2024-08-07,3,1,153,No,Online,0.0
111,2024-02-29,73,3,314,No,Online,0.0
112,2024-01-30,39,1,98,Yes,Cash,0.05
113,2024-11-05,28,3,287,No,Card,0.0
114,2024-08-04,61,3,56,No,Cash,0.0
115,2024-06-28,14,3,195,No,Cash,0.0
116,2024-07-06,12,1,251,No,Cash,0.0
117,2024-10-29,8,2,78,No,Online,0.0
118,2024-05-20,30,2,74,No,Card,0.0
119,2024-09-16,42,2,299,No,Online,0.0
120,2024-11-07,71,3,185,Yes,Card,0.03
121,2024-12-26,74,3,89,No,Cash,0.0
122,2024-10-31,115,3,314,No,Online,0.0
123,2024-07-28,10,2,176,No,Card,0.0
124,2024-12-13,26,2,165,No,Online,0.0
125,2024-07-29,21,1,116,No,Online,0.0
126,2024-04-21,10,1,136,No,Online,0.0
127,2024-06-11,48,1,323,Yes,Card,0.07
128,2024-10-21,20,2,216,No,Cash,0.0
129,2024-08-31,9,3,290,No,Online,0.0
130,2024-09-11,95,1,136,No,Card,0.0
131,2024-06-13,26,3,12,No,Card,0.0
132,2024-08-04,29,2,314,No,Cash,0.0
133,2024-03-17,5,2,197,No,Online,0.0
134,2024-11-25,43,2,98,Yes,Online,0.08
135,2024-10-02,74,3,194,No,Card,0.0
136,2024-06-22,98,3,254,No,Cash,0.0
137,2024-12-02,111,3,184,No,Cash,0.0
138,2024-08-07,57,1,119,No,Cash,0.0
139,2024-10-27,100,1,171,No,Cash,0.0
140,2024-03-20,60,3,114,No,Online,0.0
141,2024-07-11,15,2,227,No,Card,0.0
142,2024-01-17,70,1,234,No,Cash,0.0
143,2024-08-22,39,3,105,No,Card,0.0
144,2024-03-03,10,2,112,No,Card,0.0
145,2024-01-13,106,1,73,No,Cash,0.0
146,2024-06-14,7,1,164,No,Card,0.0
147,2024-03-13,55,2,213,Yes,Cash,0.07
148,2024-07-24,29,3,292,No,Card,0.0
149,2024-06-28,27,3,47,No,Cash,0.0
150,2024-02-20,62,3,70,No,Card,0.0
151,2024-03-03,98,2,255,No,Card,0.0
152,2024-09-27,75,1,2,Yes,Cash,0.03
153,2024-07-01,109,3,10,Yes,Cash,0.01
154,2024-10-05,71,1,238,No,Card,0.0
155,2024-09-19,86,3,263,No,Cash,0.0
156,2024-11-14,109,1,238,Yes,Online,0.02
157,2024-02-09,25,2,61,No,Cash,0.0
158,2024-05-24,72,1,312,No,Online,0.0
159,2024-02-15,3,2,302,No,Cash,0.0
160,2024-11-19,48,1,210,No,Online,0.0
161,2024-05-25,102,2,239,No,Card,0.0
162,2024-09-22,75,1,239,Yes,Cash,0.08
163,2024-07-30,108,3,313,No,Online,0.0
164,2024-12-27,99,2,99,No,Cash,0.0
165,2024-12-14,30,2,144,No,Card,0.0
166,2024-02-11,105,3,145,No,Card,0.0
167,2024-05-11,15,2,247,Yes,Cash,0.08
168,2024-11-20,9,1,34,No,Card,0.0
169,2024-05-18,33,3,27,No,Card,0.0
170,2024-07-07,55,1,220,No,Cash,0.0
171,2024-03-13,17,2,56,Yes,Online,0.04
172,2024-12-08,101,1,17,No,Card,0.0
173,2024-04-25,47,1,314,No,Cash,0.0
174,2024-07-24,98,2,92,Yes,Online,0.01
175,2024-06-07,100,1,295,No,Cash,0.0
176,2024-08-21,26,1,269,No,Online,0.0
177,2024-05-02,38,2,96,No,Card,0.0
178,2024-04-03,24,3,25,No,Online,0.0
179,2024-02-15,81,2,3,No,Online,0.0
180,2024-04-24,13,2,242,No,Card,0.0
181,2024-05-02,93,3,273,No,Online,0.0
182,2024-12-14,23,2,230,No,Online,0.0
183,2024-03-11,19,3,192,No,Cash,0.0
184,2024-04-14,65,1,49,No,Card,0.0
185,2024-11-12,88,2,28,No,Cash,0.0
186,2024-10-07,89,2,110,No,Card,0.0
187,2024-02-21,46,1,262,Yes,Cash,0.06
188,2024-06-08,59,1,205,No,Online,0.0
189,2024-06-23,59,1,313,No,Cash,0.0
190,2024-08-19,18,1,104,No,Online,0.0
191,2024-10-08,96,3,264,No,Cash,0.0
192,2024-09-16,12,2,267,Yes,Online,0.01
193,2024-03-29,18,1,313,No,Card,0.0
194,2024-12-12,66,1,297,No,Online,0.0
195,2024-01-06,99,1,206,No,Card,0.0
196,2024-02-16,52,2,257,No,Cash,0.0
197,2024-04-09,30,3,96,No,Card,0.0
198,2024-04-28,35,3,226,No,Online,0.0
199,2024-01-19,101,1,78,No,Cash,0.0
200,2024-09-29,49,1,309,No,Online,0.0
201,2024-08-30,69,3,62,Yes,Online,0.07
202,2024-04-13,68,1,323,No,Online,0.0
203,2024-10-23,39,3,243,No,Online,0.0
204,2024-11-09,77,2,96,No,Online,0.0
205,2024-08-19,96,1,274,No,Card,0.0
206,2024-02-28,69,3,68,No,Online,0.0
207,2024-07-10,46,3,182,No,Card,0.0
208,2024-12-18,44,3,80,No,Card,0.0
209,2024-02-07,32,3,221,No,Card,0.0
210,2024-06-28,45,1,305,No,Cash,0.0
211,2024-03-21,11,2,221,No,Cash,0.0
212,2024-05-21,22,1,56,No,Card,0.0
213,2024-05-05,1,1,85,No,Online,0.0
214,2024-09-30,34,1,200,No,Cash,0.0
215,2024-12-16,12,3,190,No,Online,0.0
216,2024-08-13,38,2,291,No,Card,0.0
217,2024-03-14,36,3,91,No,Online,0.0
218,2024-04-20,104,3,234,No,Card,0.0
219,2024-05-26,37,2,182,No,Online,0.0
220,2024-05-02,97,2,225,Yes,Online,0.07
221,2024-04-07,72,2,228,No,Online,0.0
222,2024-03-18,102,2,136,Yes,Online,0.09
223,2024-11-09,82,3,198,No,Online,0.0
224,2024-03-09,69,3,155,No,Online,0.0
225,2024-01-18,85,2,178,Yes,Card,0.07
226,2024-08-27,10,3,278,No,Online,0.0
227,2024-09-10,107,3,193,Yes,Cash,0.02
228,2024-07-26,22,1,53,No,Online,0.0
229,2024-07-19,28,3,65,No,Cash,0.0
230,2024-01-09,84,3,230,No,Card,0.0
231,2024-08-06,79,1,293,No,Cash,0.0
232,2024-10-25,109,2,99,Yes,Card,0.06
233,2024-02-18,51,2,119,No,Card,0.0
234,2024-06-14,74,3,18,No,Cash,0.0
235,2024-03-18,22,2,6,No,Online,0.0
236,2024-05-12,81,3,145,No,Card,0.0
237,2024-03-22,75,2,28,No,Card,0.0
238,2024-06-05,22,3,25,No,Online,0.0
239,2024-05-05,80,1,272,No,Cash,0.0
240,2024-08-02,97,2,26,No,Online,0.0
241,2024-01-21,12,2,306,No,Card,0.0
242,2024-05-25,50,3,216,No,Cash,0.0
243,2024-03-17,17,3,137,Yes,Cash,0.08
244,2024-08-05,19,1,69,No,Online,0.0
245,2024-02-17,18,2,271,No,Card,0.0
246,2024-06-07,27,2,18,No,Card,0.0
247,2024-12-17,71,1,50,No,Card,0.0
248,2024-07-21,3,1,220,No,Card,0.0
249,2024-12-02,103,2,234,No,Cash,0.0
250,2024-08-09,101,1,319,No,Card,0.0
251,2024-05-15,114,1,131,No,Online,0.0
252,2024-11-22,49,3,158,No,Online,0.0
253,2024-07-28,92,1,210,No,Cash,0.0
254,2024-01-10,74,1,16,No,Card,0.0
255,2024-11-05,36,2,46,No,Cash,0.0
256,2024-03-25,87,1,162,No,Card,0.0
257,2024-08-25,80,2,82,No,Online,0.0
258,2024-03-05,1,3,114,No,Online,0.0
259,2024-06-24,110,1,235,No,Card,0.0
260,2024-10-13,43,2,225,Yes,Online,0.1
261,2024-09-04,77,3,150,Yes,Cash,0.02
262,2024-01-11,38,1,228,No,Card,0.0
263,2024-12-02,23,1,218,No,Cash,0.0
264,2024-10-30,94,3,19,No,Online,0.0
265,2024-03-23,30,1,93,Yes,Card,0.01
266,2024-08-12,113,2,323,No,Card,0.0
267,2024-08-30,33,2,148,No,Cash,0.0
268,2024-06-14,105,2,267,No,Card,0.0
269,2024-01-13,77,1,275,No,Cash,0.0
270,2024-10-13,83,3,54,No,Cash,0.0
271,2024-02-08,15,3,197,Yes,Cash,0.05
272,2024-04-19,18,2,234,No,Card,0.0
273,2024-09-07,12,3,72,No,Cash,0.0
274,2024-01-25,25,1,178,Yes,Cash,0.02
275,2024-07-31,85,3,279,No,Cash,0.0
276,2024-03-20,96,1,317,No,Cash,0.0
277,2024-06-24,59,2,214,No,Cash,0.0
278,2024-06-18,104,3,42,No,Cash,0.0
279,2024-02-13,35,3,317,No,Cash,0.0
280,2024-07-14,40,2,165,No,Card,0.0
281,2024-08-21,17,2,126,No,Online,0.0
282,2024-08-24,20,3,305,No,Card,0.0
283,2024-11-20,87,2,292,No,Cash,0.0
284,2024-12-01,41,3,322,No,Cash,0.0
285,2024-07-30,60,2,60,No,Online,0.0
286,2024-11-07,32,1,121,No,Card,0.0
287,2024-07-30,22,1,284,No,Cash,0.0
288,2024-01-30,56,3,298,No,Cash,0.0
289,2024-06-19,103,2,207,No,Online,0.0
290,2024-08-30,93,1,285,No,Card,0.0
291,2024-07-25,45,1,276,No,Cash,0.0
292,2024-08-15,72,3,32,No,Cash,0.0
293,2024-12-28,111,3,257,No,Online,0.0
294,2024-05-27,39,2,9,No,Card,0.0
295,2024-02-21,101,2,318,No,Online,0.0
296,2024-08-19,9,1,259,No,Online,0.0
297,2024-06-26,87,1,232,No,Cash,0.0
298,2024-04-23,57,1,171,No,Card,0.0
299,2024-02-23,50,2,101,Yes,Card,0.02
300,2024-09-15,67,1,169,No,Cash,0.0
301,2024-03-30,114,1,116,No,Cash,0.0
302,2024-07-31,27,1,178,No,Online,0.0
303,2024-05-24,3,2,181,No,Cash,0.0
304,2024-04-18,67,3,34,No,Card,0.0
305,2024-12-31,54,3,268,Yes,Card,0.02
306,2024-07-21,69,3,96,No,Online,0.0
307,2024-07-09,26,2,102,No,Card,0.0
308,2024-05-02,49,3,288,Yes,Card,0.02
309,2024-12-03,13,2,30,No,Cash,0.0
310,2024-11-28,17,1,103,No,Cash,0.0
311,2024-11-14,31,3,150,No,Card,0.0
312,2024-03-18,109,1,50,Yes,Online,0.03
313,2024-08-16,6,2,201,No,Online,0.0
314,2024-07-26,39,1,276,No,Card,0.0
315,2024-11-28,92,1,300,No,Online,0.0
316,2024-10-09,102,3,33,No,Online,0.0
317,2024-05-26,64,2,127,No,Cash,0.0
318,2024-02-09,108,3,67,No,Card,0.0
319,2024-03-25,43,2,121,Yes,Online,0.1
320,2024-10-01,56,1,267,No,Card,0.0
321,2024-08-14,63,1,17,No,Cash,0.0
322,2024-10-27,64,3,189,Yes,Card,0.07
323,2024-05-02,108,2,7,No,Card,0.0
324,2024-05-29,65,3,304,No,Online,0.0
325,2024-05-04,39,3,158,Yes,Card,0.05
326,2024-01-12,25,2,160,No,Cash,0.0
327,2024-08-26,56,2,1,No,Card,0.0
328,2024-05-08,17,2,150,No,Online,0.0
329,2024-04-14,85,2,246,No,Online,0.0
330,2024-10-19,62,2,260,No,Cash,0.0
331,2024-03-07,112,1,142,No,Card,0.0
332,2024-05-31,88,2,263,No,Cash,0.0
333,2024-03-29,49,2,230,No,Card,0.0
334,2024-09-05,39,2,134,No,Cash,0.0
335,2024-02-25,94,2,153,No,Card,0.0
336,2024-12-02,40,2,203,No,Cash,0.0
337,2024-02-03,87,1,292,No,Card,0.0
338,2024-10-11,28,2,288,No,Card,0.0
339,2024-05-26,33,2,247,Yes,Online,0.02
340,2024-03-07,21,1,254,No,Online,0.0
341,2024-03-31,12,2,278,No,Card,0.0
342,2024-12-30,100,2,274,No,Cash,0.0
343,2024-09-03,6,1,15,No,Card,0.0
344,2024-01-21,88,1,268,No,Card,0.0
345,2024-03-04,44,3,10,No,Cash,0.0
346,2024-12-10,59,3,277,No,Cash,0.0
347,2024-09-28,73,1,107,No,Card,0.0
348,2024-11-05,14,1,173,No,Online,0.0
349,2024-03-25,98,3,282,No,Cash,0.0
350,2024-06-06,34,2,294,No,Cash,0.0
351,2024-01-30,36,3,258,Yes,Card,0.04
352,2024-01-06,21,2,161,Yes,Cash,0.09
353,2024-09-12,15,1,30,No,Cash,0.0
354,2024-10-30,4,3,104,No,Cash,0.0
355,2024-09-27,15,1,140,No,Online,0.0
356,2024-07-14,109,3,164,No,Online,0.0
357,2024-09-09,34,1,170,Yes,Online,0.02
358,2024-08-08,101,1,31,No,Card,0.0
359,2024-06-12,76,1,182,Yes,Online,0.03
360,2024-08-03,102,2,48,No,Online,0.0
361,2024-02-09,3,2,14,No,Cash,0.0
362,2024-08-29,72,3,101,No,Cash,0.0
363,2024-08-10,93,1,222,No,Online,0.0
364,2024-12-28,79,3,8,No,Card,0.0
365,2024-04-27,62,1,295,No,Online,0.0
366,2024-08-21,42,3,244,No,Online,0.0
367,2024-04-02,98,1,185,No,Cash,0.0
368,2024-12-13,115,3,10,Yes,Card,0.02
369,2024-01-19,38,3,272,No,Card,0.0
370,2024-06-30,32,3,278,No,Online,0.0
371,2024-02-16,79,2,108,Yes,Online,0.09
372,2024-06-08,85,1,163,No,Cash,0.0
373,2024-03-07,2,1,6,No,Card,0.0
374,2024-11-30,39,3,160,No,Cash,0.0
375,2024-09-30,17,2,227,No,Card,0.0
376,2024-05-24,41,3,134,No,Online,0.0
377,2024-09-07,28,2,173,Yes,Card,0.08
378,2024-06-08,42,1,9,No,Card,0.0
379,2024-01-14,28,2,80,No,Online,0.0
380,2024-08-24,61,3,246,Yes,Cash,0.08
381,2024-06-20,12,3,277,No,Card,0.0
382,2024-11-19,79,1,254,No,Cash,0.0
383,2024-01-14,36,3,282,No,Cash,0.0
384,2024-08-06,7,2,44,No,Online,0.0
385,2024-07-20,58,2,180,No,Cash,0.0
386,2024-11-25,107,2,154,No,Online,0.0
387,2024-01-26,107,2,28,No,Card,0.0
388,2024-11-18,55,2,301,Yes,Card,0.05
389,2024-07-20,81,1,62,No,Online,0.0
390,2024-11-10,39,3,33,No,Online,0.0
391,2024-06-05,94,2,125,No,Card,0.0
392,2024-09-16,58,3,118,No,Card,0.0
393,2024-06-08,58,2,233,No,Card,0.0
394,2024-04-20,18,1,103,No,Online,0.0
395,2024-03-29,98,2,231,No,Online,0.0
396,2024-07-24,115,2,104,No,Online,0.0
397,2024-03-30,81,1,276,No,Card,0.0
398,2024-06-08,19,2,62,No,Card,0.0
399,2024-05-19,93,3,255,No,Cash,0.0
400,2024-04-14,61,1,118,No,Card,0.0
401,2024-02-25,79,1,302,No,Cash,0.0
402,2024-01-28,67,1,54,No,Card,0.0
403,2024-09-24,52,3,269,No,Cash,0.0
404,2024-06-06,102,2,177,No,Online,0.0
405,2024-07-22,68,3,66,No,Online,0.0
406,2024-06-03,2,3,102,No,Online,0.0
407,2024-09-22,44,3,305,Yes,Online,0.04
408,2024-05-10,30,3,256,No,Cash,0.0
409,2024-09-09,106,2,210,Yes,Card,0.03
410,2024-09-30,49,2,35,No,Card,0.0
411,2024-09-29,53,3,193,No,Cash,0.0
412,2024-06-10,49,1,191,No,Online,0.0
413,2024-02-07,25,2,249,No,Cash,0.0
414,2024-11-16,82,1,184,No,Card,0.0
415,2024-08-21,90,3,164,Yes,Card,0.05
416,2024-01-03,36,3,112,No,Card,0.0
417,2024-08-26,98,3,299,No,Cash,0.0
418,2024-10-16,73,3,319,No,Card,0.0
419,2024-06-26,25,2,179,Yes,Card,0.09
420,2024-11-03,50,3,155,No,Card,0.0
421,2024-06-09,53,3,199,No,Online,0.0
422,2024-04-19,78,2,131,No,Cash,0.0
423,2024-05-05,75,2,256,No,Online,0.0
424,2024-10-06,2,3,32,No,Online,0.0
425,2024-12-22,33,3,279,No,Online,0.0
426,2024-11-18,26,2,218,No,Cash,0.0
427,2024-05-05,21,2,167,No,Online,0.0
428,2024-04-30,14,1,248,No,Cash,0.0
429,2024-08-16,74,1,214,No,Card,0.0
430,2024-06-20,7,2,15,No,Online,0.0
431,2024-10-06,47,3,190,No,Online,0.0
432,2024-05-23,97,2,107,No,Cash,0.0
433,2024-04-11,5,2,38,Yes,Cash,0.08
434,2024-03-19,107,1,151,No,Cash,0.0
435,2024-07-26,50,1,96,No,Online,0.0
436,2024-03-22,46,3,268,No,Online,0.0
437,2024-09-09,86,3,107,Yes,Online,0.02
438,2024-06-10,80,3,122,No,Online,0.0
439,2024-04-16,70,3,312,No,Online,0.0
440,2024-10-16,47,1,98,No,Card,0.0
441,2024-02-05,67,3,303,No,Cash,0.0
442,2024-06-18,62,3,41,No,Online,0.0
443,2024-02-12,41,2,310,No,Online,0.0
444,2024-06-16,20,2,219,No,Cash,0.0
445,2024-02-24,15,1,296,Yes,Online,0.1
446,2024-02-07,68,2,270,No,Card,0.0
447,2024-10-30,93,3,197,No,Card,0.0
448,2024-03-17,82,3,245,Yes,Cash,0.02
449,2024-08-13,106,1,179,No,Card,0.0
450,2024-10-01,103,2,320,No,Cash,0.0
451,2024-06-17,101,2,62,No,Online,0.0
452,2024-09-29,31,1,150,No,Cash,0.0
453,2024-10-05,94,1,140,No,Cash,0.0
454,2024-09-22,29,2,169,Yes,Cash,0.06
455,2024-12-19,74,2,21,Yes,Cash,0.04
456,2024-06-11,69,3,317,Yes,Card,0.08
457,2024-10-21,49,2,202,Yes,Cash,0.1
458,2024-09-20,12,3,230,No,Cash,0.0
459,2024-07-27,54,3,238,Yes,Online,0.02
460,2024-07-12,111,3,24,No,Online,0.0
461,2024-02-02,98,3,190,No,Card,0.0
462,2024-11-25,86,3,278,Yes,Card,0.02
463,2024-09-14,31,2,11,Yes,Cash,0.05
464,2024-12-20,25,1,183,No,Online,0.0
465,2024-09-05,94,1,62,No,Cash,0.0
466,2024-08-08,112,2,15,Yes,Online,0.05
467,2024-05-14,82,1,121,No,Cash,0.0
468,2024-07-08,87,1,147,No,Card,0.0
469,2024-12-08,17,2,119,No,Cash,0.0
470,2024-05-11,12,3,250,No,Card,0.0
471,2024-02-20,6,3,138,No,Card,0.0
472,2024-02-18,63,2,247,No,Card,0.0
473,2024-03-04,100,1,46,No,Online,0.0
474,2024-08-05,52,1,4,No,Card,0.0
475,2024-05-12,20,1,150,Yes,Cash,0.06
476,2024-12-02,27,1,129,No,Online,0.0
477,2024-09-11,45,2,289,No,Cash,0.0
478,2024-01-30,63,1,231,No,Online,0.0
479,2024-02-09,93,1,39,Yes,Cash,0.08
480,2024-12-22,105,2,156,No,Card,0.0
481,2024-06-04,82,3,81,No,Card,0.0
482,2024-12-25,82,3,51,Yes,Cash,0.07
483,2024-06-10,16,3,287,No,Cash,0.0
484,2024-07-21,103,3,184,No,Cash,0.0
485,2024-09-22,107,2,128,No,Cash,0.0
486,2024-04-09,7,2,283,No,Online,0.0
487,2024-06-27,61,2,179,No,Card,0.0
488,2024-06-12,26,1,6,Yes,Card,0.07
489,2024-07-21,20,3,8,No,Cash,0.0
490,2024-06-19,101,2,92,No,Card,0.0
491,2024-04-13,26,2,289,No,Online,0.0
492,2024-04-16,58,1,299,No,Cash,0.0
493,2024-12-05,99,2,194,No,Card,0.0
494,2024-06-22,61,1,117,No,Cash,0.0
495,2024-04-11,42,2,39,No,Online,0.0
496,2024-07-25,85,1,322,No,Card,0.0
497,2024-01-01,29,2,206,No,Cash,0.0
498,2024-06-24,18,3,168,No,Online,0.0
499,2024-06-11,26,3,82,No,Card,0.0
500,2024-03-05,98,1,180,No,Card,0.0
501,2024-10-18,91,2,98,No,Cash,0.0
502,2024-01-05,1,1,317,No,Card,0.0
503,2024-03-21,50,1,210,No,Cash,0.0
504,2024-05-26,102,2,189,No,Online,0.0
505,2024-06-01,96,1,194,Yes,Card,0.05
506,2024-03-20,47,3,247,No,Card,0.0
507,2024-03-30,55,2,46,No,Online,0.0
508,2024-09-22,38,1,248,No,Cash,0.0
509,2024-10-01,12,3,249,No,Cash,0.0
510,2024-02-12,13,2,99,No,Cash,0.0
511,2024-02-19,35,2,46,Yes,Cash,0.09
512,2024-07-28,48,1,234,No,Cash,0.0
513,2024-06-04,87,3,146,Yes,Online,0.05
514,2024-11-07,84,3,253,No,Cash,0.0
515,2024-09-07,115,1,180,No,Online,0.0
516,2024-04-02,15,1,243,No,Cash,0.0
517,2024-09-02,15,3,246,No,Online,0.0
518,2024-06-11,61,3,234,Yes,Online,0.04
519,2024-06-07,43,3,56,No,Card,0.0
520,2024-08-01,81,1,297,No,Card,0.0
521,2024-04-02,36,1,285,No,Card,0.0
522,2024-04-27,81,2,307,No,Cash,0.0
523,2024-07-30,56,1,179,No,Card,0.0
524,2024-07-02,96,3,323,No,Cash,0.0
525,2024-08-15,85,2,253,No,Card,0.0
526,2024-02-17,81,3,162,No,Online,0.0
527,2024-12-09,94,2,213,Yes,Card,0.06
528,2024-11-20,11,3,69,No,Online,0.0
529,2024-11-29,15,1,188,Yes,Online,0.03
530,2024-04-19,76,1,21,Yes,Card,0.02
531,2024-11-01,4,3,118,Yes,Cash,0.09
532,2024-05-11,37,3,70,No,Cash,0.0
533,2024-11-11,64,3,270,No,Cash,0.0
534,2024-12-26,48,1,38,No,Online,0.0
535,2024-04-16,32,3,277,Yes,Cash,0.05
536,2024-02-04,59,2,67,No,Cash,0.0
537,2024-01-07,15,2,205,No,Cash,0.0
538,2024-05-26,32,3,90,No,Card,0.0
539,2024-03-11,114,3,40,No,Online,0.0
540,2024-05-28,19,3,81,Yes,Online,0.08
541,2024-05-03,70,3,218,No,Cash,0.0
542,2024-10-03,15,3,251,No,Cash,0.0
543,2024-06-17,46,3,44,Yes,Cash,0.07
544,2024-04-13,35,1,320,Yes,Online,0.04
545,2024-07-13,1,3,308,No,Online,0.0
546,2024-01-29,20,2,1,No,Card,0.0
547,2024-04-07,21,2,24,No,Online,0.0
548,2024-03-07,29,1,158,No,Card,0.0
549,2024-10-04,43,2,143,No,Cash,0.0
550,2024-05-26,92,2,119,No,Cash,0.0
551,2024-09-01,94,3,63,No,Cash,0.0
552,2024-06-11,36,3,158,No,Card,0.0
553,2024-02-29,113,2,211,No,Online,0.0
554,2024-01-19,54,1,102,No,Online,0.0
555,2024-06-11,3,2,156,No,Cash,0.0
556,2024-12-06,44,1,300,No,Online,0.0
557,2024-06-25,43,3,131,No,Cash,0.0
558,2024-01-24,79,1,24,No,Card,0.0
559,2024-09-05,38,2,14,No,Cash,0.0
560,2024-10-01,4,3,271,No,Cash,0.0
561,2024-10-03,1,1,2,No,Card,0.0
562,2024-07-19,26,2,288,Yes,Card,0.03
563,2024-12-22,77,1,226,No,Card,0.0
